Function,Synopsis,Parameter,Type,Mandatory,IsSwitch,Aliases,ParameterSets,AcceptsPipeline,Description
Start-ADTMsiProcessAsUser,"Executes msiexec.exe to perform actions such as install, uninstall, patch, repair, or active setup for MSI and MSP files or MSI product codes.",ExitOnProcessFailure,SwitchParameter,FALSE,TRUE,,"FilePath, InstalledApplication, ProductCode",FALSE,Automatically closes the active deployment session via Close-ADTSession in the event the process exits with a non-success or non-ignored exit code.
Start-ADTMsiProcessAsUser,"Executes msiexec.exe to perform actions such as install, uninstall, patch, repair, or active setup for MSI and MSP files or MSI product codes.",NoDesktopRefresh,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,"If specifies, doesn't refresh the desktop and environment after successful MSI installation."
Start-ADTMsiProcessAsUser,"Executes msiexec.exe to perform actions such as install, uninstall, patch, repair, or active setup for MSI and MSP files or MSI product codes.",NoWait,SwitchParameter,TRUE,TRUE,,"FilePath_NoWait, InstalledApplication_NoWait, ProductCode_NoWait",FALSE,Immediately continue after executing the process.
Start-ADTMsiProcessAsUser,"Executes msiexec.exe to perform actions such as install, uninstall, patch, repair, or active setup for MSI and MSP files or MSI product codes.",PassThru,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,"Returns ExitCode, StdOut, and StdErr output from the process. Note that a failed execution will only return an object if either `-ErrorAction` is set to `SilentlyContinue`/`Ignore`, or if `-IgnoreExitCodes`/`-SuccessExitCodes` are used."
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,FilePath,String,TRUE,FALSE,,__AllParameterSets,FALSE,Path to the MSP file.
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,AdditionalArgumentList,String[],FALSE,FALSE,,__AllParameterSets,FALSE,Additional parameters.
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,SecureArgumentList,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Hides all parameters passed to the MSI or MSP file from the toolkit log file.
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,RunAsActiveUser,RunAsActiveUser,TRUE,FALSE,,RunAsActiveUser,FALSE,A RunAsActiveUser object to invoke the process as.
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,UseLinkedAdminToken,SwitchParameter,FALSE,TRUE,,RunAsActiveUser,FALSE,Use a user's linked administrative token while running the process under their context.
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,UseHighestAvailableToken,SwitchParameter,FALSE,TRUE,,RunAsActiveUser,FALSE,Use a user's linked administrative token if it's available while running the process under their context.
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,InheritEnvironmentVariables,SwitchParameter,FALSE,TRUE,,RunAsActiveUser,FALSE,Specifies whether the process running as a user should inherit the SYSTEM account's environment variables.
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,DenyUserTermination,SwitchParameter,FALSE,TRUE,,RunAsActiveUser,FALSE,"Specifies that users cannot terminate the process started in their context. The user will still be able to terminate the process if they're an administrator, though."
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,UseUnelevatedToken,SwitchParameter,TRUE,TRUE,,UseUnelevatedToken,FALSE,"If the current process is elevated, starts the new process unelevated using the user's unelevated linked token."
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,ExpandEnvironmentVariables,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Specifies whether to expand any Windows/DOS-style environment variables in the specified FilePath/ArgumentList.
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,LoggingOptions,String,FALSE,FALSE,,__AllParameterSets,FALSE,Overrides the default logging options specified in the config.psd1 file.
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,LogFileName,String,FALSE,FALSE,,__AllParameterSets,FALSE,"Overrides the default log file name. The default log file name is generated from the MSI file name. If LogFileName does not end in .log, it will be automatically appended. For uninstallations, by default the product code is resolved to the DisplayName and version of the application."
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,SuccessExitCodes,Int32[],FALSE,FALSE,,__AllParameterSets,FALSE,"List of exit codes to be considered successful. Defaults to values set during ADTSession initialization, otherwise: 0"
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,RebootExitCodes,Int32[],FALSE,FALSE,,__AllParameterSets,FALSE,"List of exit codes to indicate a reboot is required. Defaults to values set during ADTSession initialization, otherwise: 1641, 3010"
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,IgnoreExitCodes,String[],FALSE,FALSE,,__AllParameterSets,FALSE,List the exit codes to ignore or * to ignore all exit codes.
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,PriorityClass,ProcessPriorityClass,FALSE,FALSE,,__AllParameterSets,FALSE,"Specifies priority class for the process. Options: Idle, Normal, High, AboveNormal, BelowNormal, RealTime."
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,ExitOnProcessFailure,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Automatically closes the active deployment session via Close-ADTSession in the event the process exits with a non-success or non-ignored exit code.
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,NoDesktopRefresh,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,"If specifies, doesn't refresh the desktop and environment after successful MSI installation."
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,NoWait,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Immediately continue after executing the process.
Start-ADTMspProcess,Executes an MSP file using the same logic as Start-ADTMsiProcess.,PassThru,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,"Returns ExitCode, StdOut, and StdErr output from the process. Note that a failed execution will only return an object if either `-ErrorAction` is set to `SilentlyContinue`/`Ignore`, or if `-IgnoreExitCodes`/`-SuccessExitCodes` are used."
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,Username,NTAccount,FALSE,FALSE,,__AllParameterSets,FALSE,A username to invoke the process as. Only supported while running as the SYSTEM account.
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,FilePath,String,TRUE,FALSE,,__AllParameterSets,FALSE,Path to the MSP file.
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,AdditionalArgumentList,String[],FALSE,FALSE,,__AllParameterSets,FALSE,Additional parameters.
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,UseLinkedAdminToken,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Use a user's linked administrative token while running the process under their context.
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,UseHighestAvailableToken,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Use a user's linked administrative token if it's available while running the process under their context.
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,InheritEnvironmentVariables,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Specifies whether the process running as a user should inherit the SYSTEM account's environment variables.
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,DenyUserTermination,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,"Specifies that users cannot terminate the process started in their context. The user will still be able to terminate the process if they're an administrator, though."
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,ExpandEnvironmentVariables,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Specifies whether to expand any Windows/DOS-style environment variables in the specified FilePath/ArgumentList.
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,LoggingOptions,String,FALSE,FALSE,,__AllParameterSets,FALSE,Overrides the default logging options specified in the config.psd1 file.
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,LogFileName,String,FALSE,FALSE,,__AllParameterSets,FALSE,"Overrides the default log file name. The default log file name is generated from the MSI file name. If LogFileName does not end in .log, it will be automatically appended. For uninstallations, by default the product code is resolved to the DisplayName and version of the application."
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,SuccessExitCodes,Int32[],FALSE,FALSE,,__AllParameterSets,FALSE,"List of exit codes to be considered successful. Defaults to values set during ADTSession initialization, otherwise: 0"
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,RebootExitCodes,Int32[],FALSE,FALSE,,__AllParameterSets,FALSE,"List of exit codes to indicate a reboot is required. Defaults to values set during ADTSession initialization, otherwise: 1641, 3010"
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,IgnoreExitCodes,String[],FALSE,FALSE,,__AllParameterSets,FALSE,List the exit codes to ignore or * to ignore all exit codes.
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,PriorityClass,ProcessPriorityClass,FALSE,FALSE,,__AllParameterSets,FALSE,"Specifies priority class for the process. Options: Idle, Normal, High, AboveNormal, BelowNormal, RealTime."
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,ExitOnProcessFailure,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Automatically closes the active deployment session via Close-ADTSession in the event the process exits with a non-success or non-ignored exit code.
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,NoDesktopRefresh,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,"If specifies, doesn't refresh the desktop and environment after successful MSI installation."
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,NoWait,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Immediately continue after executing the process.
Start-ADTMspProcessAsUser,Executes an MSP file using the same logic as Start-ADTMsiProcess.,PassThru,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,"Returns ExitCode, StdOut, and StdErr output from the process. Note that a failed execution will only return an object if either `-ErrorAction` is set to `SilentlyContinue`/`Ignore`, or if `-IgnoreExitCodes`/`-SuccessExitCodes` are used."
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",FilePath,String,TRUE,FALSE,,__AllParameterSets,FALSE,"Path to the file to be executed. If the file is located directly in the ""Files"" directory of the App Deploy Toolkit, only the file name needs to be specified. Otherwise, the full path of the file must be specified. If the files is in a subdirectory of ""Files"", use the ""$($adtSession.DirFiles)"" variable as shown in the example."
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",ArgumentList,String[],FALSE,FALSE,,__AllParameterSets,FALSE,Arguments to be passed to the executable.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",SecureArgumentList,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Hides all parameters passed to the executable from the Toolkit log file.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",WorkingDirectory,String,FALSE,FALSE,,__AllParameterSets,FALSE,The working directory used for executing the process. Defaults to DirFiles if there is an active DeploymentSession. The use of UseShellExecute affects this parameter.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",RunAsActiveUser,RunAsActiveUser,TRUE,FALSE,,"RunAsActiveUser_CreateNoWindow_NoWait, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateNoWindow_Wait, RunAsActiveUser_CreateWindow_NoWait, RunAsActiveUser_CreateWindow_Timeout, RunAsActiveUser_CreateWindow_Wait, RunAsActiveUser_WindowStyle_NoWait, RunAsActiveUser_WindowStyle_Timeout, RunAsActiveUser_WindowStyle_Wait",FALSE,A RunAsActiveUser object to invoke the process as.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",UseLinkedAdminToken,SwitchParameter,FALSE,TRUE,,"RunAsActiveUser_CreateNoWindow_NoWait, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateNoWindow_Wait, RunAsActiveUser_CreateWindow_NoWait, RunAsActiveUser_CreateWindow_Timeout, RunAsActiveUser_CreateWindow_Wait, RunAsActiveUser_WindowStyle_NoWait, RunAsActiveUser_WindowStyle_Timeout, RunAsActiveUser_WindowStyle_Wait",FALSE,Use a user's linked administrative token while running the process under their context.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",UseHighestAvailableToken,SwitchParameter,FALSE,TRUE,,"RunAsActiveUser_CreateNoWindow_NoWait, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateNoWindow_Wait, RunAsActiveUser_CreateWindow_NoWait, RunAsActiveUser_CreateWindow_Timeout, RunAsActiveUser_CreateWindow_Wait, RunAsActiveUser_WindowStyle_NoWait, RunAsActiveUser_WindowStyle_Timeout, RunAsActiveUser_WindowStyle_Wait",FALSE,Use a user's linked administrative token if it's available while running the process under their context.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",InheritEnvironmentVariables,SwitchParameter,FALSE,TRUE,,"RunAsActiveUser_CreateNoWindow_NoWait, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateNoWindow_Wait, RunAsActiveUser_CreateWindow_NoWait, RunAsActiveUser_CreateWindow_Timeout, RunAsActiveUser_CreateWindow_Wait, RunAsActiveUser_WindowStyle_NoWait, RunAsActiveUser_WindowStyle_Timeout, RunAsActiveUser_WindowStyle_Wait",FALSE,Specifies whether the process running as a user should inherit the SYSTEM account's environment variables.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",DenyUserTermination,SwitchParameter,FALSE,TRUE,,"RunAsActiveUser_CreateNoWindow_NoWait, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateNoWindow_Wait, RunAsActiveUser_CreateWindow_NoWait, RunAsActiveUser_CreateWindow_Timeout, RunAsActiveUser_CreateWindow_Wait, RunAsActiveUser_WindowStyle_NoWait, RunAsActiveUser_WindowStyle_Timeout, RunAsActiveUser_WindowStyle_Wait",FALSE,"Specifies that users cannot terminate the process started in their context. The user will still be able to terminate the process if they're an administrator, though."
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",UseUnelevatedToken,SwitchParameter,FALSE,TRUE,,"Default_CreateNoWindow_NoWait, Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait, Default_CreateWindow_NoWait, Default_CreateWindow_Timeout, Default_CreateWindow_Wait, Default_WindowStyle_NoWait, Default_WindowStyle_Timeout, Default_WindowStyle_Wait",FALSE,"If the current process is elevated, starts the new process unelevated using the user's unelevated linked token."
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",UseShellExecute,SwitchParameter,TRUE,TRUE,,"UseShellExecute_CreateNoWindow_NoWait, UseShellExecute_CreateNoWindow_Timeout, UseShellExecute_CreateNoWindow_Wait, UseShellExecute_CreateWindow_NoWait, UseShellExecute_CreateWindow_Timeout, UseShellExecute_CreateWindow_Wait, UseShellExecute_WindowStyle_NoWait, UseShellExecute_WindowStyle_Timeout, UseShellExecute_WindowStyle_Wait",FALSE,"Specifies whether to use the operating system shell to start the process. $true if the shell should be used when starting the process; $false if the process should be created directly from the executable file. The word ""Shell"" in this context refers to a graphical shell (similar to the Windows shell) rather than command shells (for example, bash or sh) and lets users launch graphical applications or open documents. It lets you open a file or a url and the Shell will figure out the program to open it with. The WorkingDirectory property behaves differently depending on the value of the UseShellExecute property. When UseShellExecute is true, the WorkingDirectory property specifies the location of the executable. When UseShellExecute is false, the WorkingDirectory property is not used to find the executable. Instead, it is used only by the process that is started and has meaning only within the context of the new process. If you set UseShellExecute to $true, there will be no available output from the process."
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",Verb,String,FALSE,FALSE,,"UseShellExecute_CreateNoWindow_NoWait, UseShellExecute_CreateNoWindow_Timeout, UseShellExecute_CreateNoWindow_Wait, UseShellExecute_CreateWindow_NoWait, UseShellExecute_CreateWindow_Timeout, UseShellExecute_CreateWindow_Wait, UseShellExecute_WindowStyle_NoWait, UseShellExecute_WindowStyle_Timeout, UseShellExecute_WindowStyle_Wait",FALSE,"The verb to use when doing a ShellExecute invocation. Common usages are ""runas"" to trigger a UAC elevation of the process."
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",ExpandEnvironmentVariables,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Specifies whether to expand any Windows/DOS-style environment variables in the specified FilePath/ArgumentList.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",WindowStyle,ProcessWindowStyle,TRUE,FALSE,,"Default_WindowStyle_NoWait, Default_WindowStyle_Timeout, Default_WindowStyle_Wait, RunAsActiveUser_WindowStyle_NoWait, RunAsActiveUser_WindowStyle_Timeout, RunAsActiveUser_WindowStyle_Wait, UseShellExecute_WindowStyle_NoWait, UseShellExecute_WindowStyle_Timeout, UseShellExecute_WindowStyle_Wait",FALSE,"Style of the window of the process executed. Options: Normal, Hidden, Maximized, Minimized. Only works for native Windows GUI applications. If the WindowStyle is set to Hidden, UseShellExecute should be set to $true. Note: Not all processes honor WindowStyle. WindowStyle is a recommendation passed to the process. They can choose to ignore it."
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",CreateNoWindow,SwitchParameter,TRUE,TRUE,,"Default_CreateNoWindow_NoWait, Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait, RunAsActiveUser_CreateNoWindow_NoWait, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateNoWindow_Wait, UseShellExecute_CreateNoWindow_NoWait, UseShellExecute_CreateNoWindow_Timeout, UseShellExecute_CreateNoWindow_Wait",FALSE,Specifies whether the process should be started with a new window to contain it.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",StreamEncoding,Encoding,FALSE,FALSE,,"Default_CreateNoWindow_NoWait, Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait, RunAsActiveUser_CreateNoWindow_NoWait, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateNoWindow_Wait, UseShellExecute_CreateNoWindow_NoWait, UseShellExecute_CreateNoWindow_Timeout, UseShellExecute_CreateNoWindow_Wait",FALSE,"Specifies the encoding type to use when reading stdout/stderr. Some apps like WinGet encode using UTF8, which will corrupt if incorrectly set."
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",NoStreamLogging,SwitchParameter,FALSE,TRUE,,"Default_CreateNoWindow_NoWait, Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait, RunAsActiveUser_CreateNoWindow_NoWait, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateNoWindow_Wait, UseShellExecute_CreateNoWindow_NoWait, UseShellExecute_CreateNoWindow_Timeout, UseShellExecute_CreateNoWindow_Wait",FALSE,Don't log any available stdout/stderr data to the log file.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",WaitForMsiExec,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,"Sometimes an EXE bootstrapper will launch an MSI install. In such cases, this variable will ensure that this function waits for the msiexec engine to become available before starting the install."
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",MsiExecWaitTime,TimeSpan,FALSE,FALSE,,__AllParameterSets,FALSE,Specify the length of time in seconds to wait for the msiexec engine to become available.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",WaitForChildProcesses,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Specifies whether the started process should be considered finished only when any child processes it spawns have finished also.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",KillChildProcessesWithParent,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Specifies whether any child processes started by the provided executable should be closed when the provided executable closes. This is handy for application installs that open web browsers and other programs that cannot be suppressed.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",Timeout,TimeSpan,TRUE,FALSE,,"Default_CreateNoWindow_Timeout, Default_CreateWindow_Timeout, Default_WindowStyle_Timeout, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateWindow_Timeout, RunAsActiveUser_WindowStyle_Timeout, UseShellExecute_CreateNoWindow_Timeout, UseShellExecute_CreateWindow_Timeout, UseShellExecute_WindowStyle_Timeout",FALSE,How long to wait for the process before timing out.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",TimeoutAction,ActionPreference,FALSE,FALSE,,"Default_CreateNoWindow_Timeout, Default_CreateWindow_Timeout, Default_WindowStyle_Timeout, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateWindow_Timeout, RunAsActiveUser_WindowStyle_Timeout, UseShellExecute_CreateNoWindow_Timeout, UseShellExecute_CreateWindow_Timeout, UseShellExecute_WindowStyle_Timeout",FALSE,What action to take on timeout. Follows ErrorAction if not specified.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",NoTerminateOnTimeout,SwitchParameter,FALSE,TRUE,,"Default_CreateNoWindow_Timeout, Default_CreateWindow_Timeout, Default_WindowStyle_Timeout, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateWindow_Timeout, RunAsActiveUser_WindowStyle_Timeout, UseShellExecute_CreateNoWindow_Timeout, UseShellExecute_CreateWindow_Timeout, UseShellExecute_WindowStyle_Timeout",FALSE,Indicates that the process should not be terminated on timeout. Only supported for GUI-based applications.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",SuccessExitCodes,Int32[],FALSE,FALSE,,"Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait, Default_CreateWindow_Timeout, Default_CreateWindow_Wait, Default_WindowStyle_Timeout, Default_WindowStyle_Wait, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateNoWindow_Wait, RunAsActiveUser_CreateWindow_Timeout, RunAsActiveUser_CreateWindow_Wait, RunAsActiveUser_WindowStyle_Timeout, RunAsActiveUser_WindowStyle_Wait, UseShellExecute_CreateNoWindow_Timeout, UseShellExecute_CreateNoWindow_Wait, UseShellExecute_CreateWindow_Timeout, UseShellExecute_CreateWindow_Wait, UseShellExecute_WindowStyle_Timeout, UseShellExecute_WindowStyle_Wait",FALSE,"List of exit codes to be considered successful. Defaults to values set during ADTSession initialization, otherwise: 0"
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",RebootExitCodes,Int32[],FALSE,FALSE,,"Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait, Default_CreateWindow_Timeout, Default_CreateWindow_Wait, Default_WindowStyle_Timeout, Default_WindowStyle_Wait, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateNoWindow_Wait, RunAsActiveUser_CreateWindow_Timeout, RunAsActiveUser_CreateWindow_Wait, RunAsActiveUser_WindowStyle_Timeout, RunAsActiveUser_WindowStyle_Wait, UseShellExecute_CreateNoWindow_Timeout, UseShellExecute_CreateNoWindow_Wait, UseShellExecute_CreateWindow_Timeout, UseShellExecute_CreateWindow_Wait, UseShellExecute_WindowStyle_Timeout, UseShellExecute_WindowStyle_Wait",FALSE,"List of exit codes to indicate a reboot is required. Defaults to values set during ADTSession initialization, otherwise: 1641, 3010"
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",IgnoreExitCodes,String[],FALSE,FALSE,,"Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait, Default_CreateWindow_Timeout, Default_CreateWindow_Wait, Default_WindowStyle_Timeout, Default_WindowStyle_Wait, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateNoWindow_Wait, RunAsActiveUser_CreateWindow_Timeout, RunAsActiveUser_CreateWindow_Wait, RunAsActiveUser_WindowStyle_Timeout, RunAsActiveUser_WindowStyle_Wait, UseShellExecute_CreateNoWindow_Timeout, UseShellExecute_CreateNoWindow_Wait, UseShellExecute_CreateWindow_Timeout, UseShellExecute_CreateWindow_Wait, UseShellExecute_WindowStyle_Timeout, UseShellExecute_WindowStyle_Wait",FALSE,"List the exit codes to ignore or * to ignore all exit codes. Where possible, please use `-SuccessExitCodes` and/or `-RebootExitCodes` instead."
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",PriorityClass,ProcessPriorityClass,FALSE,FALSE,,__AllParameterSets,FALSE,"Specifies priority class for the process. Options: Idle, Normal, High, AboveNormal, BelowNormal, RealTime."
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",ExitOnProcessFailure,SwitchParameter,FALSE,TRUE,,"Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait, Default_CreateWindow_Timeout, Default_CreateWindow_Wait, Default_WindowStyle_Timeout, Default_WindowStyle_Wait, RunAsActiveUser_CreateNoWindow_Timeout, RunAsActiveUser_CreateNoWindow_Wait, RunAsActiveUser_CreateWindow_Timeout, RunAsActiveUser_CreateWindow_Wait, RunAsActiveUser_WindowStyle_Timeout, RunAsActiveUser_WindowStyle_Wait, UseShellExecute_CreateNoWindow_Timeout, UseShellExecute_CreateNoWindow_Wait, UseShellExecute_CreateWindow_Timeout, UseShellExecute_CreateWindow_Wait, UseShellExecute_WindowStyle_Timeout, UseShellExecute_WindowStyle_Wait",FALSE,Automatically closes the active deployment session via Close-ADTSession in the event the process exits with a non-success or non-ignored exit code.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",NoWait,SwitchParameter,TRUE,TRUE,,"Default_CreateNoWindow_NoWait, Default_CreateWindow_NoWait, Default_WindowStyle_NoWait, RunAsActiveUser_CreateNoWindow_NoWait, RunAsActiveUser_CreateWindow_NoWait, RunAsActiveUser_WindowStyle_NoWait, UseShellExecute_CreateNoWindow_NoWait, UseShellExecute_CreateWindow_NoWait, UseShellExecute_WindowStyle_NoWait",FALSE,Immediately continue after executing the process.
Start-ADTProcess,"Execute a process with optional arguments, working directory, window style.",PassThru,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,"If `-NoWait` is not specified, returns an object with ExitCode, StdOut, and StdErr output from the process. If `-NoWait` is specified, returns a task that can be awaited. Note that a failed execution will only return an object if either `-ErrorAction` is set to `SilentlyContinue`/`Ignore`, or if `-IgnoreExitCodes`/`-SuccessExitCodes` are used."
Start-ADTProcessAsUser,Invokes a process in another user's session.,Username,NTAccount,FALSE,FALSE,,__AllParameterSets,FALSE,A username to invoke the process as. Only supported while running as the SYSTEM account.
Start-ADTProcessAsUser,Invokes a process in another user's session.,FilePath,String,TRUE,FALSE,,__AllParameterSets,FALSE,"Path to the file to be executed. If the file is located directly in the ""Files"" directory of the App Deploy Toolkit, only the file name needs to be specified. Otherwise, the full path of the file must be specified. If the files is in a subdirectory of ""Files"", use the ""$($adtSession.DirFiles)"" variable as shown in the example."
Start-ADTProcessAsUser,Invokes a process in another user's session.,ArgumentList,String[],FALSE,FALSE,,__AllParameterSets,FALSE,Arguments to be passed to the executable.
Start-ADTProcessAsUser,Invokes a process in another user's session.,SecureArgumentList,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Hides all parameters passed to the executable from the Toolkit log file.
Start-ADTProcessAsUser,Invokes a process in another user's session.,WorkingDirectory,String,FALSE,FALSE,,__AllParameterSets,FALSE,The working directory used for executing the process. Defaults to the directory of the file being executed. The use of UseShellExecute affects this parameter.
Start-ADTProcessAsUser,Invokes a process in another user's session.,UseLinkedAdminToken,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Use a user's linked administrative token while running the process under their context.
Start-ADTProcessAsUser,Invokes a process in another user's session.,UseHighestAvailableToken,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Use a user's linked administrative token if it's available while running the process under their context.
